Time_taken (min),Distance_km,Road_traffic_density,Delivery_person_Age,Delivery_person_Ratings,multiple_deliveries,Order_Hour
11,10.866360907886408,0,27.0,4.8,0.0,23.0
43,10.562878909252845,3,23.0,4.9,1.0,21.0
34,10.723264172167632,3,37.0,4.4,1.0,19.0
10,6.0589191822901425,2,24.0,4.7,0.0,12.0
17,2.9845507897866907,0,22.0,4.7,1.0,10.0
14,1.5297232853100244,2,20.0,4.8,0.0,11.0
42,16.72115728076054,3,31.0,4.6,1.0,19.0
26,4.59595027478907,3,20.0,4.7,1.0,21.0
12,7.601870282547478,1,22.0,4.6,0.0,17.0
34,12.463970105023904,3,36.0,3.5,1.0,19.0
23,20.206226468830582,0,26.0,4.7,1.0,22.0
28,1.5321547990764786,0,34.0,4.9,0.0,11.0
10,7.563061700786155,3,20.0,4.8,0.0,21.0
28,7.762500242365753,3,27.0,4.9,1.0,20.0
33,6.117219095561938,2,32.0,4.7,0.0,13.0
13,1.572533729286321,0,24.0,4.8,0.0,10.0
22,13.40635545530559,3,28.0,4.5,1.0,21.0
22,6.29013467763468,1,37.0,4.7,0.0,15.0
31,10.68381768826188,0,38.0,3.8,1.0,23.0
19,9.177683834695673,1,39.0,4.6,1.0,18.0
51,6.037474189824093,2,20.0,4.5,1.0,13.0
37,11.007734763744617,3,35.0,4.9,1.0,20.0
46,4.674341511234465,3,34.0,4.2,1.0,21.0
18,7.546800541055753,0,36.0,4.9,1.0,23.0
21,17.078665498349437,0,29.0,4.6,1.0,0.0
20,3.1161417126181274,2,25.0,4.8,1.0,11.0
35,5.958831946914462,1,36.0,4.3,2.0,15.0
19,6.210168035777162,1,20.0,4.6,1.0,15.0
17,16.721976048741215,0,21.0,4.8,0.0,22.0
30,10.756895455613911,1,31.0,4.8,1.0,19.0
29,10.642292301678436,0,33.0,4.7,1.0,22.0
21,9.182882169250194,0,37.0,4.1,1.0,23.0
25,4.610365144357058,1,30.0,4.8,0.0,18.0
43,19.34391143623222,3,26.0,4.9,2.0,19.0
13,3.0735433636637475,0,21.0,5.0,0.0,8.0
14,10.602450942886513,0,24.0,4.7,0.0,22.0
25,10.724750462255022,0,31.0,4.6,1.0,22.0
17,13.97191478756942,0,21.0,4.8,1.0,23.0
25,3.0733972976360437,2,37.0,5.0,1.0,12.0
35,9.121049806498666,1,36.0,4.3,1.0,18.0
32,9.075352487619899,3,23.0,4.4,1.0,19.0
38,10.707144604562082,3,25.0,4.6,1.0,21.0
37,13.584306064167167,3,34.0,5.0,1.0,21.0
34,20.181059137197778,1,31.0,4.0,0.0,18.0
23,3.040539883060508,0,34.0,4.7,1.0,8.0
36,14.022182614282947,3,31.0,3.7,1.0,19.0
18,6.081389116676368,2,27.0,4.9,1.0,12.0
24,4.595940524023754,3,22.0,4.8,1.0,20.0
28,5.958771662511523,2,26.0,4.7,1.0,13.0
18,7.600983953739401,0,30.0,4.9,1.0,23.0
26,17.29786575291325,3,26.0,4.7,0.0,21.0
39,4.5609611913435995,3,22.0,5.0,0.0,21.0
26,7.447061074885405,3,24.0,4.9,0.0,20.0
16,1.572533729286321,0,39.0,4.9,0.0,10.0
17,6.210045163136143,1,29.0,5.0,0.0,15.0
27,10.444390862228435,3,27.0,5.0,1.0,20.0
39,20.887611087467715,0,39.0,3.7,1.0,22.0
11,3.121275740853258,0,36.0,4.8,1.0,8.0
35,7.66052012420465,3,37.0,4.3,1.0,21.0
28,4.631964404415083,1,30.0,5.0,0.0,18.0
19,1.4897343062370803,2,27.0,4.5,1.0,11.0
16,1.5321262845594088,0,21.0,4.5,1.0,9.0
15,19.976644021152854,0,26.0,5.0,0.0,22.0
21,7.44864451602914,0,33.0,4.3,1.0,23.0
16,8.942954308598226,1,38.0,4.7,1.0,17.0
31,17.09799694004444,1,30.0,4.4,1.0,18.0
31,3.1161417126181274,0,37.0,4.2,0.0,8.0
19,20.44292976252901,0,27.0,4.6,1.0,22.0
23,14.15280068944862,1,30.0,4.9,0.0,18.0
15,1.5125177574805933,0,22.0,4.9,1.0,8.0
34,6.232189890723436,1,39.0,4.6,0.0,16.0
15,10.865409153294227,3,28.0,4.7,0.0,21.0
32,6.2101379656240985,1,34.0,4.3,1.0,15.0
23,8.93778311563518,0,22.0,4.9,1.0,22.0
27,1.520455689583788,2,27.0,4.9,0.0,11.0
21,7.772253320446165,1,22.0,4.5,0.0,18.0
46,17.076258901183188,3,39.0,4.4,1.0,19.0
30,13.78848075238715,1,39.0,4.6,0.0,17.0
34,12.293207925868513,3,36.0,4.2,1.0,21.0
23,4.674393132741051,3,32.0,4.5,1.0,19.0
25,7.601304456856061,3,31.0,4.7,1.0,20.0
37,20.178893713604634,1,25.0,4.0,0.0,18.0
30,9.07437751153265,1,36.0,4.8,0.0,17.0
22,1.4652507248457556,0,39.0,4.8,0.0,9.0
37,10.565032566504131,1,25.0,4.4,1.0,18.0
12,3.0645346577473593,0,34.0,4.9,1.0,9.0
39,10.602589325657691,3,36.0,4.1,1.0,19.0
15,4.674280112157379,1,26.0,4.9,0.0,17.0
18,4.406208261254294,0,22.0,4.5,0.0,23.0
36,13.588908817419535,3,39.0,4.2,2.0,21.0
26,9.075423573606574,3,26.0,4.9,1.0,19.0
31,6.040034059163726,2,34.0,4.3,1.0,13.0
35,19.658828717454107,0,35.0,4.5,1.0,23.0
10,6.117219095561938,1,21.0,4.8,1.0,16.0
12,2.9765992950452818,0,29.0,4.9,1.0,10.0
43,12.074047498027575,1,29.0,4.8,1.0,18.0
15,1.529162766029632,0,20.0,4.8,1.0,9.0
36,20.071646721865925,1,33.0,4.2,2.0,17.0
17,10.756770071391887,0,27.0,4.6,1.0,23.0
25,17.29786575291325,0,30.0,4.8,1.0,23.0
14,1.5321262845594088,0,22.0,4.8,1.0,9.0
22,16.63651695459671,0,25.0,4.8,1.0,22.0
21,6.210169290102755,2,25.0,4.9,1.0,14.0
28,10.564981870374336,0,20.0,4.9,0.0,23.0
33,19.08722804529813,1,33.0,4.4,1.0,18.0
16,11.917779612813971,3,31.0,4.6,0.0,19.0
36,13.99001950805727,0,35.0,4.9,1.0,23.0
22,12.253528674537144,3,24.0,4.8,1.0,19.0
38,10.64157247728437,1,27.0,4.8,2.0,17.0
37,6.037193175494637,2,22.0,5.0,0.0,12.0
26,10.905970180191666,0,20.0,4.7,1.0,23.0
16,3.116121839413475,0,22.0,4.6,1.0,8.0
47,13.789485363023294,1,37.0,4.1,0.0,17.0
46,11.007734763744617,3,36.0,4.8,1.0,20.0
24,6.146764727341459,2,24.0,4.8,1.0,12.0
38,20.44292976252901,0,36.0,4.9,1.0,0.0
17,7.684129284114673,1,26.0,4.9,1.0,17.0
40,12.11684826095673,1,31.0,4.5,2.0,18.0
17,3.0882880256844834,0,20.0,4.6,0.0,9.0
32,3.1050835221086417,2,32.0,4.2,1.0,11.0
16,4.537418110277337,1,32.0,4.7,1.0,18.0
20,1.5526929456613006,0,38.0,4.5,1.0,9.0
41,4.681791331017202,3,30.0,4.7,1.0,21.0
42,10.586910515510665,3,20.0,4.0,2.0,19.0
33,9.192496429758329,3,37.0,4.1,0.0,19.0
19,14.15280068944862,3,28.0,4.7,1.0,19.0
10,7.771834302405086,3,27.0,4.9,0.0,19.0
32,7.659687719505771,1,32.0,4.9,0.0,17.0
37,19.36342948174777,1,36.0,4.0,1.0,17.0
19,3.1053699758611546,0,24.0,4.6,1.0,10.0
17,3.0585736588579726,0,23.0,4.5,1.0,10.0
30,8.95313151168836,3,32.0,4.7,1.0,20.0
37,16.722548420715,1,31.0,4.1,0.0,17.0
41,13.185609350843647,3,34.0,5.0,1.0,20.0
26,14.15280068944862,3,21.0,4.7,1.0,20.0
32,4.657987774595949,3,20.0,4.4,1.0,20.0
13,9.121375406203297,1,26.0,4.7,0.0,18.0
34,10.587929946825927,1,39.0,4.8,1.0,18.0
29,1.558137239175215,2,39.0,4.7,1.0,11.0
30,13.21731386474103,1,36.0,4.8,1.0,18.0
21,4.681601685199838,0,35.0,4.7,0.0,23.0
26,19.97456846935303,3,37.0,5.0,1.0,21.0
10,16.636808584025776,3,27.0,4.8,0.0,19.0
26,1.465122557159026,2,32.0,4.8,1.0,11.0
30,13.215481259999029,3,36.0,4.6,0.0,19.0
16,7.648557947935138,1,39.0,4.5,0.0,17.0
35,20.44292976252901,1,28.0,4.8,2.0,18.0
30,16.3938118808,0,33.0,4.8,1.0,23.0
51,20.205788522337425,3,35.0,4.7,2.0,19.0
44,14.15280068944862,1,39.0,4.9,1.0,18.0
17,4.544228016639666,1,28.0,4.8,0.0,17.0
15,1.5203573134022046,0,30.0,4.7,0.0,9.0
17,9.175127291638498,1,39.0,4.8,0.0,18.0
13,11.91657558009644,0,24.0,4.5,0.0,22.0
15,13.762754362295334,3,26.0,4.5,1.0,19.0
20,3.105133735234752,0,32.0,4.2,0.0,9.0
14,1.5322206834602052,0,27.0,4.5,0.0,9.0
20,4.528162065607132,3,22.0,4.9,0.0,19.0
23,4.6575909554297805,3,20.0,4.6,1.0,19.0
17,4.717601092054723,1,29.0,4.9,0.0,18.0
20,4.657672650623545,0,30.0,4.8,1.0,22.0
11,13.40589201844524,0,22.0,4.7,0.0,22.0
12,1.5545020843140125,0,22.0,4.6,1.0,11.0
22,1.532229188735096,0,36.0,5.0,1.0,9.0
25,10.865065738215941,3,24.0,4.7,1.0,20.0
26,19.362825446415226,3,36.0,4.9,1.0,19.0
22,4.65734737800111,1,38.0,4.9,0.0,18.0
17,10.602497166339631,0,24.0,4.8,0.0,23.0
27,4.530103329085554,3,26.0,4.7,1.0,20.0
33,6.105310401829539,1,33.0,4.6,1.0,15.0
15,9.348356419300423,3,22.0,4.9,1.0,19.0
26,16.72211837577326,0,36.0,5.0,1.0,22.0
19,3.0644871057616707,0,32.0,5.0,0.0,11.0
33,17.098467518755893,3,31.0,3.6,1.0,20.0
18,2.9962420081483025,0,37.0,4.8,0.0,10.0
43,17.098467518755893,3,31.0,4.4,1.0,19.0
44,10.867258681532135,3,36.0,4.6,1.0,21.0
20,1.5136443701721216,2,25.0,4.8,0.0,11.0
21,7.763183552897837,1,25.0,4.7,1.0,17.0
53,19.879870677373706,3,35.0,4.5,3.0,19.0
25,3.024984591596264,0,37.0,4.8,1.0,10.0
22,3.1049287712304117,0,32.0,4.9,1.0,8.0
34,7.562317945109334,3,36.0,4.1,1.0,19.0
39,11.007734763744617,0,37.0,4.3,2.0,22.0
25,9.17813837505589,3,25.0,4.7,1.0,19.0
16,7.7626058902454,1,23.0,4.7,0.0,18.0
26,17.138074588551884,3,22.0,4.7,0.0,19.0
32,16.847895631642253,0,32.0,3.6,1.0,23.0
35,13.40647565433019,0,34.0,4.4,1.0,23.0
29,11.719793996060906,3,35.0,4.6,1.0,20.0
12,6.037614687084906,1,22.0,4.6,1.0,16.0
20,19.042576813838778,0,31.0,4.8,0.0,22.0
19,1.554543733521478,0,26.0,4.4,1.0,10.0
33,3.108983787513406,2,38.0,4.2,2.0,11.0
32,2.979502850576494,2,39.0,4.2,1.0,11.0
40,10.80810834240692,0,32.0,4.7,1.0,22.0
36,10.906414500350794,3,33.0,4.2,1.0,22.0
15,7.7626058902454,0,24.0,4.8,0.0,22.0
31,17.09799694004444,1,24.0,4.4,1.0,17.0
23,7.761768725951355,0,34.0,5.0,0.0,23.0
13,7.802542492622378,3,29.0,4.9,1.0,21.0
20,14.15280068944862,0,32.0,4.9,0.0,23.0
19,13.405971717381743,1,29.0,4.8,1.0,17.0
25,3.0249963435107836,0,39.0,4.6,1.0,8.0
17,3.0593634547239317,0,36.0,4.9,1.0,9.0
32,17.077949437324616,0,33.0,3.1,2.0,22.0
19,6.217689154531592,1,22.0,4.7,1.0,15.0
30,9.435201537430714,3,36.0,4.7,1.0,20.0
48,11.007734763744617,3,38.0,4.9,1.0,19.0
20,6.058825169286296,2,28.0,4.9,1.0,13.0
17,3.0407902113990954,0,38.0,4.7,0.0,9.0
13,6.037440799484659,2,20.0,4.5,0.0,12.0
28,7.601385733164932,3,28.0,4.8,1.0,20.0
18,16.903843893839564,0,27.0,4.5,1.0,22.0
33,6.29013467763468,2,33.0,4.0,1.0,14.0
29,12.116895848186626,0,34.0,4.6,1.0,23.0
29,7.76260023979039,3,28.0,4.6,1.0,20.0
25,3.0188245695177898,2,22.0,4.7,1.0,12.0
26,3.1091344143312867,0,34.0,4.6,1.0,9.0
39,13.76685500858734,3,34.0,4.0,2.0,21.0
28,9.435201537430714,3,31.0,4.6,1.0,20.0
28,9.220368460607467,3,38.0,4.9,1.0,19.0
36,6.210169290102755,2,34.0,4.6,1.0,14.0
19,16.38598063528554,1,22.0,4.8,1.0,18.0
30,6.058825169286296,2,33.0,4.7,1.0,14.0
43,11.919595217848318,3,36.0,4.5,0.0,20.0
11,9.31563208704705,0,24.0,4.9,0.0,22.0
34,1.4897343062370803,2,32.0,4.6,1.0,11.0
27,7.7725232004434295,1,28.0,4.6,0.0,18.0
39,16.852444613264275,1,31.0,4.7,1.0,17.0
15,9.157560325759388,1,38.0,4.8,0.0,18.0
31,9.363281285466348,3,34.0,4.1,1.0,19.0
43,10.724960763776828,3,24.0,4.7,0.0,21.0
30,9.315069177421892,3,39.0,4.9,1.0,19.0
39,4.610367445745056,3,30.0,4.4,2.0,19.0
16,16.903843893839564,0,36.0,4.9,1.0,22.0
38,11.007734763744617,1,28.0,4.8,1.0,19.0
23,4.682081538285076,1,32.0,4.8,0.0,18.0
16,9.193021332844554,0,22.0,4.9,1.0,23.0
21,9.121499067661924,3,34.0,4.8,0.0,21.0
29,12.099096916817198,0,37.0,4.9,1.0,23.0
24,19.916274899797408,3,26.0,4.8,0.0,21.0
18,20.20631641648197,1,36.0,4.8,1.0,17.0
26,10.923515441756813,1,21.0,4.6,1.0,17.0
40,13.973727486522968,3,34.0,4.3,2.0,20.0
43,16.38489468676721,3,24.0,4.3,1.0,20.0
10,7.649724402449684,1,25.0,4.9,0.0,17.0
28,1.4653274494287283,2,38.0,4.8,1.0,11.0
42,12.580267822400963,3,37.0,5.0,2.0,19.0
36,13.787603106955784,1,37.0,4.9,2.0,17.0
24,4.4684124412647535,1,25.0,4.7,1.0,17.0
24,9.179276688028636,0,26.0,4.3,0.0,23.0
25,6.128363939648455,2,33.0,4.5,0.0,13.0
23,2.979410112022739,0,34.0,4.5,0.0,9.0
29,7.8626681674103684,3,37.0,4.5,1.0,20.0
47,20.96874893995171,3,35.0,4.2,1.0,20.0
29,20.857115324129595,3,20.0,4.8,1.0,21.0
27,16.65990378949706,3,23.0,4.6,1.0,19.0
11,7.660678233235288,3,29.0,4.8,0.0,19.0
22,4.657195393807058,0,24.0,4.8,0.0,23.0
11,9.121796528794311,1,26.0,4.7,0.0,18.0
19,7.562364213495008,0,26.0,4.7,1.0,22.0
26,11.007734763744617,1,33.0,4.9,0.0,18.0
27,13.413644078076244,3,26.0,4.9,1.0,19.0
25,7.772596236164787,1,34.0,4.8,1.0,18.0
11,13.76685500858734,0,23.0,4.8,1.0,22.0
19,20.44292976252901,0,28.0,5.0,0.0,23.0
10,12.293502674441413,1,25.0,4.7,1.0,17.0
29,11.916994721599236,3,37.0,5.0,0.0,21.0
25,4.537922749289298,3,31.0,5.0,1.0,19.0
29,20.253686339517458,3,27.0,4.5,0.0,21.0
22,20.44292976252901,0,32.0,4.8,1.0,0.0
38,10.704238934519315,3,36.0,4.2,2.0,20.0
15,3.0645104714747093,0,36.0,5.0,0.0,9.0
44,9.348493190107364,3,36.0,4.6,1.0,19.0
27,9.175565157006737,3,24.0,4.7,1.0,21.0
19,7.8626681674103684,0,36.0,4.7,1.0,23.0
39,12.162115936702182,3,23.0,4.0,1.0,20.0
21,12.160999124282084,0,20.0,4.9,1.0,22.0
10,4.528162065607132,1,28.0,4.7,0.0,18.0
18,13.61128304620412,1,27.0,4.8,1.0,17.0
28,6.29013467763468,2,21.0,4.7,0.0,15.0
54,20.44292976252901,3,34.0,4.6,2.0,20.0
21,4.537400479091801,1,26.0,4.7,1.0,17.0
19,13.894095776997974,3,29.0,4.7,0.0,19.0
37,13.973207156405252,0,39.0,4.3,1.0,23.0
10,3.1089881501684506,0,20.0,4.6,1.0,10.0
30,19.042595484787427,3,21.0,4.6,1.0,19.0
17,9.435201537430714,1,31.0,4.6,0.0,17.0
24,3.116455382882508,2,22.0,4.9,1.0,11.0
20,13.405971717381743,3,20.0,4.9,0.0,21.0
12,3.040688634015558,0,20.0,4.7,0.0,10.0
14,1.5126165219141463,0,25.0,5.0,0.0,8.0
26,13.989450296958767,3,27.0,4.9,1.0,20.0
23,1.5321890925569548,0,36.0,4.9,1.0,9.0
33,4.657857733630665,3,35.0,4.2,1.0,21.0
28,1.5125158890828319,2,25.0,4.7,0.0,11.0
39,10.641581256626232,1,28.0,4.7,1.0,18.0
35,16.601433047701192,3,26.0,4.2,1.0,19.0
25,3.1089751947120248,2,34.0,4.6,1.0,11.0
35,13.972036025783177,1,34.0,3.9,2.0,18.0
29,16.849939918016492,1,36.0,5.0,0.0,17.0
26,4.561152341209805,1,30.0,4.6,1.0,18.0
42,14.15280068944862,3,35.0,5.0,1.0,20.0
22,19.91703823583007,0,35.0,4.6,1.0,22.0
15,3.0405415100027917,2,39.0,5.0,1.0,11.0
52,16.113665369962842,3,34.0,4.7,0.0,21.0
13,2.979763497462109,2,29.0,4.7,1.0,11.0
25,20.554900100243984,3,31.0,4.9,0.0,19.0
21,12.16161548161981,0,24.0,4.6,1.0,22.0
45,12.420750390870612,3,37.0,4.7,2.0,19.0
20,3.0186634483528856,2,22.0,4.6,1.0,11.0
15,20.206226468830582,1,29.0,4.6,1.0,18.0
21,5.958847028253639,1,22.0,4.7,0.0,16.0
28,4.674333788013509,1,21.0,5.0,1.0,17.0
26,16.635451215537916,3,24.0,4.7,1.0,19.0
18,4.65713301884333,0,24.0,5.0,1.0,23.0
36,10.865675782880029,0,39.0,5.0,0.0,23.0
40,16.849939918016492,3,33.0,4.2,1.0,20.0
39,10.86671605798691,3,38.0,3.6,1.0,20.0
38,11.91657558009644,1,31.0,5.0,1.0,18.0
32,16.8253834049009,0,33.0,4.4,1.0,22.0
27,9.220449825751995,3,31.0,4.7,1.0,20.0
33,6.058876303739157,2,30.0,4.6,2.0,14.0
37,10.757014337994882,1,39.0,3.9,1.0,18.0
27,9.435201537430714,3,25.0,4.6,1.0,21.0
43,16.413159711098032,1,26.0,5.0,1.0,18.0
21,11.718719558712598,0,20.0,4.8,0.0,22.0
19,9.075387359616569,1,29.0,4.8,1.0,17.0
15,20.177742451194362,0,20.0,4.9,1.0,22.0
12,1.5439076805320382,0,25.0,4.5,0.0,10.0
18,3.0253210909321173,2,27.0,4.8,0.0,11.0
30,10.723286946137813,3,38.0,4.6,1.0,20.0
18,10.44473202905882,3,22.0,4.7,0.0,20.0
16,7.54626481457244,0,39.0,4.7,0.0,23.0
32,7.660692882261043,3,22.0,4.9,0.0,21.0
32,1.5368020663947328,2,35.0,4.8,0.0,11.0
15,3.0736169345596607,0,21.0,5.0,1.0,10.0
27,16.476563169103887,1,38.0,4.9,0.0,17.0
17,3.025345653222032,0,39.0,4.9,1.0,8.0
48,12.580267822400963,1,32.0,4.9,3.0,17.0
40,12.103166363270562,1,31.0,4.6,0.0,18.0
33,16.659979129063025,1,35.0,4.2,1.0,17.0
32,13.582511011042971,1,21.0,4.1,2.0,18.0
22,19.65875217196504,1,25.0,4.8,1.0,17.0
26,16.11387241182587,1,21.0,5.0,1.0,18.0
34,7.562364213495008,3,39.0,4.4,1.0,21.0
24,7.660205777239119,1,20.0,4.6,0.0,17.0
23,4.590771505102242,3,21.0,4.9,1.0,19.0
18,13.682048188061888,0,34.0,4.8,0.0,23.0
28,13.763778584951167,0,30.0,4.6,1.0,22.0
27,1.4899271643865588,0,28.0,4.5,1.0,10.0
21,9.363623288888856,3,26.0,4.6,0.0,20.0
27,11.983431370375916,3,30.0,4.8,0.0,19.0
14,1.5136457231088551,0,29.0,4.8,0.0,11.0
12,3.025061641856169,2,27.0,4.7,0.0,11.0
50,10.880935113345313,3,37.0,4.8,1.0,20.0
27,12.09937442336077,1,29.0,4.9,1.0,18.0
35,17.078029070273278,1,22.0,4.3,1.0,17.0
37,19.975808791439345,3,29.0,4.1,1.0,19.0
18,12.162428272788048,1,23.0,5.0,0.0,17.0
23,7.562333809640329,0,31.0,4.6,0.0,23.0
32,12.29354192492578,1,23.0,4.3,1.0,18.0
32,6.1462436583934315,2,34.0,4.8,1.0,12.0
21,12.293502674441413,0,21.0,4.5,1.0,23.0
31,19.66102221350665,3,22.0,4.1,1.0,20.0
24,13.681056958913906,0,35.0,4.8,1.0,23.0
38,17.29786575291325,1,30.0,4.3,1.0,17.0
24,13.682164847733755,3,24.0,4.5,1.0,21.0
13,3.105133735234752,0,24.0,4.8,1.0,9.0
31,13.989146264477116,3,32.0,3.9,1.0,20.0
42,19.976095320024395,3,33.0,4.5,2.0,20.0
25,7.790525266841046,0,36.0,4.7,1.0,22.0
16,1.468846854978912,0,32.0,4.7,1.0,8.0
11,6.058923147526397,2,28.0,4.8,0.0,13.0
10,6.058853851669116,2,25.0,4.7,0.0,14.0
15,7.772241719523235,0,50.0,6.0,0.0,21.0
16,9.268782493955198,0,37.0,4.5,0.0,23.0
33,3.0190991967411747,2,38.0,4.3,1.0,11.0
20,13.406473968860336,3,26.0,4.8,1.0,20.0
22,11.007734763744617,0,30.0,4.7,1.0,22.0
26,7.790125828454116,0,31.0,4.9,0.0,22.0
15,7.660582694185052,0,20.0,4.6,0.0,23.0
21,10.923515441756813,1,39.0,4.7,1.0,17.0
44,7.772207463584183,3,36.0,4.0,2.0,19.0
39,19.395445581358487,1,20.0,4.0,1.0,17.0
25,4.588360239493078,1,26.0,4.9,1.0,18.0
25,4.494166054627451,3,37.0,4.7,1.0,21.0
24,3.0736336615831137,0,30.0,4.5,1.0,10.0
21,12.1610162189127,1,28.0,5.0,1.0,17.0
18,5.958965689667193,1,27.0,4.8,0.0,15.0
35,14.022268860182423,3,23.0,4.6,0.0,19.0
19,6.0811084845161325,1,26.0,4.6,0.0,15.0
23,16.851359915661256,0,28.0,4.7,1.0,23.0
26,3.026096197898999,0,34.0,4.7,1.0,9.0
10,7.46108739309324,0,23.0,4.9,0.0,22.0
27,12.580267822400963,0,22.0,4.6,1.0,0.0
25,7.573470125639189,3,27.0,4.7,1.0,21.0
16,3.058924545938562,0,30.0,4.7,1.0,10.0
24,7.8626681674103684,1,28.0,4.6,1.0,18.0
23,17.09819699771769,0,26.0,4.7,0.0,23.0
23,6.080882967594328,2,27.0,4.8,0.0,12.0
27,4.5279972125744,1,39.0,4.9,1.0,17.0
15,1.5095756042667012,0,22.0,4.6,1.0,8.0
36,10.683836829081004,3,38.0,4.4,1.0,19.0
22,16.601046189403377,0,34.0,4.7,0.0,23.0
32,4.528183776759067,3,29.0,4.7,1.0,19.0
23,1.5580994617898951,0,36.0,4.8,1.0,9.0
26,16.60006663605748,0,23.0,4.7,0.0,22.0
39,7.683782781592616,3,39.0,5.0,1.0,21.0
32,19.614735355629914,1,33.0,4.4,1.0,18.0
20,1.4901739564930154,0,32.0,4.6,1.0,9.0
15,4.717601092054723,0,28.0,4.9,0.0,22.0
37,4.527915278149081,3,37.0,4.7,1.0,20.0
22,9.348448896833318,1,25.0,4.5,1.0,17.0
31,9.348134176984027,3,22.0,4.2,1.0,21.0
15,2.979598701342032,0,29.0,4.7,0.0,10.0
15,2.979599835600764,0,25.0,4.0,1.0,10.0
19,3.0645104714747093,0,21.0,4.9,0.0,8.0
17,6.2427530270295275,1,33.0,4.9,1.0,15.0
25,3.1045718665451782,0,37.0,4.9,1.0,10.0
30,19.36320422209685,1,37.0,4.7,1.0,17.0
27,4.544228016639666,3,23.0,4.7,1.0,22.0
18,19.976644021152854,0,26.0,4.9,0.0,23.0
26,9.316114128266733,0,38.0,4.9,1.0,23.0
31,17.13921974225849,1,30.0,4.0,0.0,17.0
20,4.674220356187267,0,29.0,4.8,1.0,22.0
19,19.88701283582688,1,21.0,5.0,1.0,18.0
25,19.976746466954737,0,32.0,4.7,1.0,22.0
34,16.11277322361381,3,37.0,4.4,1.0,20.0
32,19.042576813838778,3,39.0,3.7,1.0,20.0
19,3.1161417126181274,2,39.0,4.9,1.0,11.0
18,13.989473698864705,3,21.0,4.9,1.0,19.0
25,1.572533729286321,0,32.0,5.0,0.0,9.0
21,1.536829311966258,0,32.0,4.5,1.0,10.0
46,19.62709834561271,1,39.0,5.0,1.0,17.0
27,1.5582406301371106,0,37.0,4.6,1.0,8.0
17,3.0734537599377685,0,29.0,4.5,1.0,10.0
32,4.631781459847124,1,35.0,5.0,1.0,18.0
29,3.029512751162419,0,30.0,4.6,1.0,9.0
18,3.1051314775458967,0,33.0,4.7,1.0,8.0
39,10.445219519730212,0,38.0,4.3,0.0,22.0
47,11.916994721599236,1,36.0,4.1,1.0,17.0
44,20.253748386838097,3,32.0,4.6,2.0,21.0
22,10.444817974537816,3,22.0,4.7,0.0,19.0
18,7.761498257466441,0,26.0,4.5,0.0,23.0
36,19.975696041451314,1,33.0,5.0,1.0,19.0
17,1.554424975889475,0,27.0,4.5,1.0,9.0
27,4.657159718107683,1,36.0,4.8,0.0,18.0
17,19.976027554946448,1,24.0,4.7,0.0,17.0
39,16.384324359677578,3,32.0,4.2,1.0,21.0
30,9.220368460607467,0,30.0,4.3,1.0,23.0
27,9.219878421275038,3,23.0,4.5,1.0,20.0
43,20.887815554987384,3,34.0,4.4,1.0,21.0
16,19.688308620509062,1,20.0,4.8,1.0,17.0
25,1.4881222937797471,0,33.0,4.7,1.0,10.0
17,10.881199561003374,0,31.0,4.5,1.0,22.0
38,10.255071075729067,3,37.0,4.8,1.0,21.0
23,1.5368334425195926,2,27.0,4.6,1.0,11.0
15,9.348552276072713,3,27.0,4.8,1.0,20.0
29,3.0585736588579726,2,25.0,4.5,1.0,11.0
15,17.07302628964209,3,25.0,4.9,1.0,20.0
18,13.406088270680275,0,34.0,4.5,0.0,23.0
10,11.007734763744617,0,29.0,4.9,0.0,22.0
10,9.326827803405624,1,28.0,4.7,0.0,17.0
26,5.8604999332882075,2,24.0,4.7,1.0,13.0
23,3.040688634015558,0,24.0,4.1,1.0,8.0
26,3.01882678715419,2,28.0,4.7,1.0,11.0
18,3.0611340136861775,0,24.0,4.1,1.0,8.0
19,10.64228895373868,0,25.0,4.6,1.0,23.0
19,9.314115494737472,3,21.0,4.6,1.0,21.0
25,4.537601588065108,0,36.0,4.8,1.0,23.0
49,19.367701972031078,3,39.0,4.7,1.0,19.0
48,20.177742451194362,3,37.0,4.8,1.0,20.0
15,3.025345653222032,0,36.0,4.6,1.0,8.0
24,9.435201537430714,3,33.0,4.7,1.0,20.0
28,12.074224380435524,0,37.0,4.7,0.0,0.0
29,7.762596264580148,0,35.0,5.0,1.0,23.0
16,16.78827586251448,0,22.0,4.8,1.0,22.0
25,1.5367515001848098,0,29.0,4.5,1.0,10.0
20,3.0593634547239317,0,39.0,4.8,1.0,8.0
29,6.29013467763468,2,30.0,5.0,1.0,12.0
25,4.717601092054723,1,23.0,4.8,0.0,17.0
46,6.122094799492641,2,20.0,4.2,2.0,12.0
18,3.059554247595471,0,23.0,4.5,0.0,8.0
39,13.771140253368426,3,34.0,4.4,2.0,21.0
30,10.64228895373868,1,21.0,4.5,0.0,19.0
19,2.9844140404688675,0,21.0,5.0,1.0,9.0
29,9.314908769971195,1,36.0,4.6,0.0,17.0
20,1.5135933675549913,0,27.0,4.4,1.0,8.0
19,19.915135664660593,1,22.0,4.9,1.0,17.0
25,4.5607604314529,0,33.0,4.8,1.0,22.0
39,9.121794088990223,1,31.0,4.9,0.0,18.0
13,9.313347514768024,1,27.0,5.0,1.0,17.0
36,13.68148555689137,0,32.0,4.6,2.0,23.0
